stock_code,description,total_units_sold,total_revenue
22911,PAPER CHAIN KIT LONDON,822,2307.74
23570,TRADITIONAL PICK UP STICKS GAME ,1846,2307.5
22613,PACK OF 20 SPACEBOY NAPKINS,2965,2305.03
84912A,PINK ROSE WASHBAG,894,2302.5
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2293,2300.89
22537,MAGIC DRAWING SLATE DINOSAUR,5697,2300.58
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2807,2300.15
23437, 50'S CHRISTMAS GIFT BAG LARGE,1907,2299.75
72799E,IVORY PILLAR CANDLE SILVER FLOCK,1150,2295.94
85035B,check,928,2293.12
22448,PIN CUSHION BABUSHKA RED,728,2292.66
23396,LE JARDIN BOTANIQUE CUSHION COVER,612,2289.48
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1415,2286.75
21616,4 PEAR BOTANICAL DINNER CANDLES,1093,2286.25
22217,T-LIGHT HOLDER HANGING LACE,2136,2286.02
22146,EASTER CRAFT IVY WREATH WITH CHICK,1307,2284.65
22306,SILVER MUG BONE CHINA TREE OF LIFE,1649,2278.59
22713,CARD I LOVE LONDON ,5773,2276.44
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1117,2271.73
22597,MUSICAL ZINC HEART DECORATION ,4180,2269.82
85015,SET OF 12  VINTAGE POSTCARD SET,2717,2267.47
21204,DAISIES  HONEYCOMB GARLAND ,1429,2266.65
21464,DISCO BALL ROTATOR BATTERY OPERATED,534,2265.5
21462,"NURSERY A,B,C PAINTED LETTERS",402,2263.9
22503,CABIN BAG VINTAGE PAISLEY,97,2259.75
85199S,SMALL HANGING IVORY/RED WOOD BIRD,5423,2259.53
22642,SET OF 4 NAPKIN CHARMS STARS   ,970,2258.75
22153,ANGEL DECORATION STARS ON DRESS,5420,2256.24
22742,MAKE YOUR OWN PLAYTIME CARD KIT,970,2254.78
23412,HEART MIRROR ANTIQUE WHITE,349,2254.14
21352,EUCALYPTUS & PINECONE  WREATH,745,2252.95
21819,GLITTER CHRISTMAS STAR ,3870,2248.88
84795C,OCEAN STRIPE HAMMOCK ,293,2245.35
22270,HAPPY EASTER HANGING DECORATION,612,2243.88
21973,SET OF 36 MUSHROOM PAPER DOILIES,1607,2243.75
84912B,GREEN ROSE WASHBAG,878,2242.5
22231,JIGSAW TREE WITH BIRDHOUSE,1877,2241.77
22375,AIRLINE BAG VINTAGE JET SET BROWN,487,2241.35
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,446,2234.86
22735,RIBBON REEL SOCKS AND MITTENS,1371,2233.83
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1914,2232.9
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,707,2232.07
21809,CHRISTMAS HANGING TREE WITH BELL,2892,2231.83
21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,294,2228.3
22129,PARTY CONES CANDY DECORATION,2800,2226.74
22094,RED RETROSPOT TISSUE BOX,3343,2225.92
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1135,2223.25
21680,WOODLAND  STICKERS,2700,2220.12
21696,SMALL SILVER TRELLIS CANDLEPOT,752,2218.4
17084R,ASSORTED INCENSE PACK,12137,2213.97
17091J,VANILLA INCENSE IN TIN,4052,2213.32
23316,RED REFECTORY CLOCK ,235,2212.25
21823,damaged,2259,2210.13
21437,24 HANGING EASTER EGGS FLORAL TUB,650,2207.1
23498,CLASSIC BICYCLE CLIPS ,1591,2205.95
21323,HANGING MEDINA LANTERN LARGE,705,2205.5
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,731,2201.89
22376,AIRLINE BAG VINTAGE JET SET WHITE,462,2201.19
51014C,"FEATHER PEN,COAL BLACK",3601,2199.49
84795B,SUNSET CHECK HAMMOCK,291,2199.45
23054,RECYCLED ACAPULCO MAT LAVENDER,267,2197.95
22409,MONEY BOX BISCUITS DESIGN,1656,2195.4
22852,DOG BOWL VINTAGE CREAM,523,2191.65
21789,KIDS RAIN MAC PINK,2690,2191.28
22824,3 TIER SWEETHEART GARDEN SHELF,62,2189.9
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1197,2189.61
23330,DECORATIVE WICKER HEART MEDIUM,1755,2186.19
22539,MINI JIGSAW DOLLY GIRL,5587,2182.07
21651,HANGING GLASS ETCHED TEALIGHT,1374,2180.7
22711,WRAP CIRCUS PARADE,5302,2178.84
21873,IF YOU CAN'T STAND THE HEAT MUG,1920,2176.68
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1488,2176.0
21439,BASKET OF TOADSTOOLS,1740,2175.0
21203,BUTTERFLIES  HONEYCOMB GARLAND,1398,2172.3
21012,ANTIQUE ALL GLASS CANDLESTICK,1483,2170.38
20960,WATERMELON BATH SPONGE,1739,2169.95
22831,WHITE BROCANTE SOAP DISH,755,2169.65
84840,SWEETHEART CARRY-ALL BASKET,260,2169.2
22829,SWEETHEART WIRE WALL TIDY,224,2167.9
85034C,3 ROSE MORRIS BOXED CANDLES,1223,2164.23
23438, RED SPOT GIFT BAG LARGE,1796,2161.0
23360,SET 8 CANDLES VINTAGE DOILY,1151,2158.05
21681,GIANT MEDINA STAMPED METAL BOWL ,227,2154.25
23265,SET OF 3 WOODEN TREE DECORATIONS,1665,2153.71
21747,SMALL SKULL WINDMILL,1858,2153.3
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2200,2151.68
85034A,check,820,2149.36
22021,BLUE FELT EASTER EGG BASKET,1331,2149.35
22973,CHILDREN'S CIRCUS PARADE MUG,1328,2149.28
22525,CHILDRENS GARDEN GLOVES PINK,1743,2148.35
22524,CHILDRENS GARDEN GLOVES BLUE,1734,2141.66
22990,COTTON APRON PANTRY DESIGN,481,2141.59
22708,WRAP DOLLY GIRL,5325,2140.5
21468,BUTTERFLY CROCHET FOOD COVER,620,2140.42
23401,RUSTIC MIRROR WITH LACE HEART,440,2136.76
22609,PENS ASSORTED SPACEBALL,6686,2136.14
23406,HOME SWEET HOME KEY HOLDER,432,2136.04
85199L,LARGE HANGING IVORY & RED WOOD BIRD,3365,2132.53
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,532,2131.94
23445,ICE CREAM BUBBLES,2647,2131.01
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2075,2125.27
21330,WOODLAND ANIMAL  WRITING SET ,1352,2124.8
21540,damages,1280,2122.5
23093,SMALL PARISIENNE HEART PHOTO FRAME ,913,2117.69
22281,EASTER TREE YELLOW BIRDS,410,2114.9
22453,MEASURING TAPE BABUSHKA BLUE,746,2111.9
22716,CARD CIRCUS PARADE,5116,2106.75
23501,KEY RING BASEBALL BOOT UNION JACK,1772,2105.8
22676,FRENCH BLUE METAL DOOR SIGN 1,1681,2104.89
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,733,2104.75
21642,ASSORTED TUTTI FRUTTI PEN,3959,2104.75
23064,CINDERELLA CHANDELIER ,149,2103.55
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,1349,2098.65
22091,EMPIRE TISSUE BOX,3001,2098.43
47570,ENGLISH ROSE TABLE CLOTH,207,2096.55
23233,WRAP POPPIES  DESIGN,5150,2095.0
21804,dotcom,561,2092.95
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,2091.55
23079,TOADSTOOL BEDSIDE LIGHT ,236,2091.2
84469,ROSE DES PADDED FLOOR CUSHION,653,2090.68
22024,RAINY LADIES BIRTHDAY CARD,5203,2089.69
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,995,2089.5
21686,MEDINA STAMPED METAL STOOL,55,2087.25
21866,UNION JACK FLAG LUGGAGE TAG,1672,2084.65
23504,PLAYING CARDS JUBILEE UNION JACK,1668,2082.48
85054,FRENCH ENAMEL POT W LID,841,2081.41
23128,FELTCRAFT BOY JEAN-PAUL KIT,429,2075.23
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,450,2072.8
21421,damaged,1776,2071.8
22931,BAKING MOULD HEART WHITE CHOCOLATE,881,2068.06
22471,TV DINNER TRAY AIR HOSTESS ,562,2064.88
21708,FOLDING UMBRELLA CREAM POLKADOT,549,2063.95
22223,CAKE PLATE LOVEBIRD PINK,559,2060.25
21215,IVORY PAPER CUP CAKE CASES ,4094,2048.9
37340,MULTICOLOUR SPRING FLOWER MUG,8097,2046.59
23252,VINTAGE RED ENAMEL TRIM JUG ,557,2044.59
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,2412,2040.12
ADJUST,Adjustment by Peter on 24/05/2010 1,3,2038.12
21617,4 LILY  BOTANICAL DINNER CANDLES,798,2037.5
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1256,2034.0
85035A,CHECK,592,2033.48
22336,damaged,4472,2033.34
16237,SLEEPING CAT ERASERS,10163,2032.23
21398,damages,2234,2030.85
79072,TEATIME CAKE TIN WITH HANDLE,216,2029.2
21274,EMBOSSED HEART 3 DRAWER SHELF,160,2025.6
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,686,2024.31
21826,EIGHT PIECE DINOSAUR SET,1652,2023.96
21408,SPOTTY PINK DUCK DOORSTOP,582,2021.24
84509B,SET OF 4 FAIRY CAKE PLACEMATS,562,2021.1
23020,GLASS  SONGBIRD STORAGE JAR,170,2018.35
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2438,2017.15
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,708,2011.8
84670,JAPANESE CROCHETED ANIMAL,5005,2008.5
84990,60 GOLD AND SILVER FAIRY CAKE CASES,4205,2008.43
23326,HANGING MINI COLOURED BOTTLES,3370,2000.22
22514,CHILDS GARDEN SPADE BLUE,1032,1999.68
21288,STRIPEY CHOCOLATE NESTING BOXES,835,1999.25
85114A,BLACK ENCHANTED FOREST PLACEMAT,1305,1997.25
84818,damages,1586,1993.9
22935,BAKING MOULD ROSE MILK CHOCOLATE,682,1993.5
21077,SET/20 WOODLAND PAPER NAPKINS ,2748,1993.08
21905,MORE BUTTER METAL SIGN ,1527,1992.55
22714,CARD BIRTHDAY COWBOY,5025,1991.01
22023,EMPIRE BIRTHDAY CARD,4932,1989.87
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1240,1988.64
23152,IVORY SWEETHEART WIRE LETTER RACK ,538,1987.26
84691,PACK 20 DOLLY PEGS,2541,1986.25
23031,DRAWER KNOB CRACKLE GLAZE PINK,1226,1984.5
21504,SKULLS GREETING CARD,4934,1983.0
23424,GINGHAM RECIPE BOOK BOX,412,1981.8
22286,DECORATION WOBBLY RABBIT METAL ,1846,1981.62
40018F,CHERRY DESIGN PAPERLANTERNS,1053,1978.99
23490,T-LIGHT HOLDER HANGING LOVE BIRD,536,1976.88
22342,HOME GARLAND PAINTED ZINC ,1563,1974.15
23403,LETTER HOLDER HOME SWEET HOME,593,1972.81
22933,BAKING MOULD EASTER EGG MILK CHOC,732,1969.8
23352,ROLL WRAP 50'S RED CHRISTMAS ,1596,1964.76
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1615,1964.23
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,157,1958.55
21620,SET OF 4 ROSE BOTANICAL CANDLES,1011,1958.25
23066,SMALL DECO JEWELLERY STAND,244,1955.4
23529,WALL ART DOLLY GIRL ,629,1952.31
22913,RED COAT RACK PARIS FASHION,431,1944.09
22190,LOCAL CAFE MUG,1167,1942.23
23302,KNEELING MAT HOUSEWORK  DESIGN,1445,1939.67
23227,FILIGREE HEART BUTTERFLY WHITE ,1586,1939.56
15058C,ICE CREAM DESIGN GARDEN PARASOL,409,1939.55
23068,ALUMINIUM STAMPED HEART,805,1937.21
23500,KEY RING BASEBALL BOOT ASSORTED ,1585,1935.05
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1343,1934.79
79323GR,"Unsaleable, destroyed.",330,1931.7
22321,BIRD DECORATION RED RETROSPOT,2296,1931.32
23374,RED SPOT PAPER GIFT BAG,2428,1930.96
10133,damaged,3331,1930.76
22515,CHILDS GARDEN SPADE PINK,993,1914.78
21824,PAINTED METAL STAR WITH HOLLY BELLS,2300,1911.3
21808,"CHRISTMAS GARLAND STARS,TREES",770,1910.0
22325,MOBILE VINTAGE HEARTS ,393,1909.65
23145,ZINC T-LIGHT HOLDER STAR LARGE,2043,1908.89
23213,STAR WREATH DECORATION WITH BELL,1583,1908.19
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,4540,1907.62
21741,COSY SLIPPER SHOES LARGE GREEN,653,1907.55
84763,ZINC FINISH 15CM PLANTER POTS,1585,1907.53
22853,CAT BOWL VINTAGE CREAM,595,1906.75
21359,RELAX LARGE WOOD LETTERS,200,1906.0
22405,MONEY BOX POCKET MONEY DESIGN,1614,1905.49
85162B,BLACK RETRODISC LAMPSHADE,977,1905.15
22985,WRAP BILLBOARD FONTS DESIGN,4740,1902.8
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,670,1894.9
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1593,1891.69
51014L,"FEATHER PEN,LIGHT PINK",3082,1887.48
16016,LARGE CHINESE STYLE SCISSOR,2331,1885.15
23251,VINTAGE RED ENAMEL TRIM MUG ,1588,1884.2
84676,BATH DUCK WATERING CAN,783,1883.97
21482,MUSHROOM BLUE HOT WATER BOTTLE,663,1883.85
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,349,1883.55
23161,REGENCY CAKE FORK,1596,1881.6
21692,SILVER LATTICE VANILLA CANDLE POT,506,1878.78
82567,"AIRLINE LOUNGE,METAL SIGN",910,1878.71
22695,WICKER WREATH SMALL,1415,1875.67
21538,DAIRY MAID  PUDDING BOWL,1300,1875.0
72799F,IVORY PILLAR CANDLE GOLD FLOCK,1074,1873.5
85176,SEWING SUSAN 21 NEEDLE SET,2402,1870.82
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1139,1870.11
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,1030,1869.4
22996,TRAVEL CARD WALLET VINTAGE TICKET,4526,1869.24
23291,DOLLY GIRL CHILDRENS CUP,1539,1868.89
84459B,YELLOW METAL CHICKEN HEART ,1317,1867.29
23235,STORAGE TIN VINTAGE LEAF,715,1862.23
22799,SWEETHEART WIRE FRUIT BOWL,242,1861.6
20984,damaged,5645,1861.41
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,831,1857.15
23491,VINTAGE JINGLE BELLS HEART,225,1856.25
22859,EASTER TIN BUNNY BOUQUET,1164,1855.8
22521,CHILDS GARDEN TROWEL PINK,2207,1855.67
22832,BROCANTE SHELF WITH HOOKS,175,1854.05
15058B,PINK POLKADOT GARDEN PARASOL,292,1851.8
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,765,1851.75
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,262,1850.9
35001G,HAND OPEN SHAPE GOLD,634,1849.26
21476,STEEL SWEETHEART ROUND TABLE CREAM,126,1849.05
21619,4 VANILLA BOTANICAL CANDLES,1059,1848.75
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,788,1845.8
21761,WOOD AND GLASS MEDICINE CABINET,66,1844.7
21085,SET/6 WOODLAND PAPER CUPS,13713,1843.77
23357,HOT WATER BOTTLE SEX BOMB,435,1843.55
21846,PINK DIAMANTE PEN IN GIFT BOX,945,1841.37
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,979,1840.65
16169E,WRAP 50'S  CHRISTMAS,4438,1839.96
23289,DOLLY GIRL CHILDRENS BOWL,1541,1839.85
22520,CHILDS GARDEN TROWEL BLUE ,2184,1839.24
22133,PINK LOVE HEART SHAPE CUP,2220,1838.64
21058,PARTY INVITES WOODLAND,2229,1835.37
21287,SCENTED VELVET LOUNGE CANDLE ,4104,1833.57
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1180,1832.92
21070,VINTAGE BILLBOARD MUG ,1897,1826.59
22785,SQUARECUSHION COVER PINK UNION JACK,370,1825.54
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,563,1825.13
20770,ABSTRACT CIRCLE JOURNAL ,896,1821.3
20703,BLUE PADDED SOFT MOBILE,431,1819.25
21627,ELEPHANT CARNIVAL POUFFE,128,1819.0
21091,SET/6 WOODLAND PAPER PLATES,13668,1817.16
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,624,1814.4
23094,LE GRAND TRAY CHIC SET,145,1812.5
22362,GLASS JAR PEACOCK BATH SALTS,630,1811.38
22522,CHILDS GARDEN FORK BLUE ,2177,1808.33
21557,SET OF 6 FUNKY BEAKERS,625,1805.59
21389,IVORY HANGING DECORATION  BIRD,2126,1803.98
47591C,BLUE FAIRY CAKE CHILDRENS APRON,995,1800.45
21983,PACK OF 12 BLUE PAISLEY TISSUES ,6076,1798.88
84856S,SMALL TAHITI BEACH BAG,456,1798.68
23367,SET 12 COLOUR PENCILS SPACEBOY ,2769,1797.45
23315,IVORY REFECTORY CLOCK,190,1796.9
23075,PARLOUR CERAMIC WALL HOOK,436,1790.2
21841,BABY MOUSE RED GINGHAM DRESS,428,1789.5
23005,TRAVEL CARD WALLET I LOVE LONDON,4395,1788.3
22948,METAL DECORATION NAUGHTY CHILDREN ,2046,1788.06
22496,SET OF 2 ROUND TINS DUTCH CHEESE,697,1787.59
21394,RED POLKADOT BEAKER ,3939,1786.69
84327A,PINK JUMPER LARRY THE LAMB,947,1786.16
23371,SET 36 COLOUR PENCILS SPACEBOY ,1505,1783.97
22677,FRENCH BLUE METAL DOOR SIGN 2,1424,1780.01
22523,CHILDS GARDEN FORK PINK,2116,1778.32
85162C,WHITE RETRODISC LAMPSHADE,898,1775.1
47585A,PINK FAIRY CAKE CUSHION COVER,902,1762.5
22343,PARTY PIZZA DISH RED RETROSPOT,2955,1760.61
23525,WALL ART BUFFALO BILL ,562,1759.14
21241,GREEN POLKADOT CUP,2142,1758.3
22533,MAGIC DRAWING SLATE BAKE A CAKE ,4534,1753.08
20684,STRAWBERRY DREAM CHILDS UMBRELLA,550,1751.0
21947,SET OF 6 HEART CHOPSTICKS,1404,1749.42
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2105,1745.71
21695,SMALL SILVER FLOWER CANDLE POT,595,1745.65
21445,12 PINK ROSE PEG PLACE SETTINGS,1466,1743.58
22338,STAR DECORATION PAINTED ZINC ,5470,1737.44
20764,ABSTRACT CIRCLES SKETCHBOOK ,600,1733.13
22210,WOOD STAMP SET BEST WISHES,1476,1730.67
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2044,1724.92
85216,ASSORTED CAKES FRIDGE MAGNETS,2759,1724.23
22587,FELTCRAFT HAIRBAND RED AND BLUE,2067,1719.51
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1366,1718.94
23090,missing,2121,1716.15
22858,EASTER TIN KEEPSAKE,1079,1715.55
20871,OPULENT VELVET SET/3 CANDLES,1203,1715.4
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,816,1713.6
85172,HYACINTH BULB T-LIGHT CANDLES,4234,1712.04
22546,MINI JIGSAW PURDEY,4311,1708.27
22074,6 RIBBONS SHIMMERING PINKS ,1738,1702.64
22513,DOORSTOP FOOTBALL DESIGN,563,1702.21
22098,BOUDOIR SQUARE TISSUE BOX,2710,1700.61
22559,SEASIDE FLYING DISC,1407,1697.61
20716,PARTY FOOD SHOPPER BAG,1385,1697.05
22307,GOLD MUG BONE CHINA TREE OF LIFE,1172,1696.81
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2721,1693.41
20931,BLUE POT PLANT CANDLE ,585,1692.45
22706,WRAP COWBOYS  ,4215,1690.3
22246,MAGIC GARDEN FELT GARLAND ,881,1687.83
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2205,1686.74
21677,HEARTS  STICKERS,1980,1683.78
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1259,1683.75
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,524,1683.74
23358,HOT STUFF HOT WATER BOTTLE,526,1682.4
23073,GEORGIAN TRINKET BOX,141,1681.5
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,690,1680.15
23244,ROUND STORAGE TIN VINTAGE LEAF,916,1675.96
22614,PACK OF 12 SPACEBOY TISSUES,5444,1674.98
20658,RED RETROSPOT LUGGAGE TAG,1341,1671.69
21096,SET/6 FRUIT SALAD  PAPER PLATES,8773,1665.55
84581,DOG TOY WITH PINK CROCHET SKIRT,445,1665.19
22535,MAGIC DRAWING SLATE BUNNIES ,4177,1665.06
85049H,URBAN BLACK RIBBONS ,1636,1664.55
85185B,PINK HORSE SOCK PUPPET KIT,574,1662.1
23160,REGENCY TEA SPOON,1398,1659.3
35971,ROSE FOLKART HEART DECORATIONS,1855,1657.2
35953,FOLKART STAR CHRISTMAS DECORATIONS,3313,1652.41
79302M,"ART LIGHTS,FUNK MONKEY",616,1651.6
23370,SET 36 COLOURING PENCILS DOILY,1358,1648.86
22586,FELTCRAFT HAIRBAND PINK AND BLUE,1961,1648.13
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,230,1645.3
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1937,1644.89
85231B,CINAMMON SET OF 9 T-LIGHTS,1940,1642.76
22363,GLASS JAR MARMALADE ,584,1636.84
21397,damaged,2012,1635.54
23214,JINGLE BELL HEART ANTIQUE GOLD,777,1635.23
21687,SILVER PLATE CANDLE BOWL LARGE,449,1630.83
23096,PETIT TRAY CHIC,1007,1629.83
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1322,1629.22
85059,FRENCH ENAMEL WATER BASIN,527,1629.06
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1782,1624.5
84797B,Donated to The Food Chain charity,308,1620.6
20785,FUSCHIA RETRO BAR STOOL,43,1617.85
23270,SET OF 2 CERAMIC PAINTED HEARTS ,1256,1617.2
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,2928,1616.16
85114C,RED ENCHANTED FOREST PLACEMAT,1001,1615.65
21643,damaged,1309,1613.45
84507B,STRIPES DESIGN MONKEY DOLL,1312,1611.8
82615,PINK MARSHMALLOW SCARF KNITTING KIT,600,1610.0
21865,PINK UNION JACK  PASSPORT COVER ,769,1609.98
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,301,1606.71
22705,WRAP GREEN PEARS ,3825,1606.5
22026,BANQUET BIRTHDAY  CARD  ,3904,1602.96
21158,MOODY GIRL DOOR HANGER ,2434,1602.74
10125,MINI FUNKY DESIGN TAPES,2016,1601.8
79341,"Unsaleable, destroyed.",255,1601.65
22678,FRENCH BLUE METAL DOOR SIGN 3,1279,1601.18
22279,POCKET BAG BLUE PAISLEY RED SPOT,1044,1600.61
21593,SWALLOW CIGAR BOX MATCHES ,1367,1599.31
21652,damages,853,1598.55
22035,VINTAGE CARAVAN GREETING CARD ,3905,1597.72
21657,MILK BOTTLE WITH GLASS STOPPER ,235,1597.25
21161,KEEP OUT BOYS DOOR HANGER ,2222,1596.86
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,347,1591.85
85060,WOOD FAN WITH FLOWER DESIGN,1353,1590.93
21294,ETCHED GLASS COASTER,2230,1590.38
35160,BUDDHA INCENSE HOLDER ASSORTED,2176,1587.24
21694,SMALL REGAL  SILVER CANDLEPOT ,564,1587.0
21424,WOODLAND STORAGE BOX LARGE ,723,1584.69
21357,TOAST ITS - DINOSAUR,1272,1582.92
20990,SPRING FLOWER CHOPSTICKS SET/5,856,1579.2
22161,HEART DECORATION RUSTIC HANGING ,5329,1579.11
22201,FRYING PAN BLUE POLKADOT,410,1577.5
23228,FILIGREE HEART BIRD WHITE ,1253,1576.54
23101,SILVER STARS TABLE DECORATION,1948,1574.6
22410,MONEY BOX HOUSEKEEPING DESIGN,1319,1571.48
22928,YELLOW GIANT GARDEN THERMOMETER,257,1571.27
85232A,SET/3 POLKADOT STACKING TINS,324,1570.2
20996,JAZZ HEARTS ADDRESS BOOK,6123,1567.77
23217,LAUREL HEART ANTIQUE SILVER,1290,1567.0
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2675,1565.85
22211,WOOD STAMP SET FLOWERS,1239,1565.58
21793,CLASSIC FRENCH STYLE BASKET BROWN,344,1564.44
23317,BLUE REFECTORY CLOCK ,162,1557.9
21529,RED RETROSPOT TOASTRACK,464,1555.8
21391,FRENCH LAVENDER SCENT HEART,1308,1554.75
23122,PARTY CHARMS 50 PIECES,2090,1551.82
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,949,1550.52
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,1937,1549.63
22680,FRENCH BLUE METAL DOOR SIGN 5,1237,1547.47
21659,GLASS CAKE STAND,107,1546.85
20767,BLUE PAISLEY JOURNAL ,750,1546.52
23399,HOME SWEET HOME HANGING HEART,1823,1546.43
21645,ASSORTED TUTTI FRUTTI ROUND BOX,937,1546.05
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1993,1545.25
22421,LIPSTICK PEN FUSCHIA,3760,1541.48
21283,NATURAL BARK CANDLE SMALL,504,1539.0
84519B,CARROT CHARLIE+LOLA COASTER SET,800,1535.94
85222,ASSORTED COLOUR SILK COSMETIC PURSE,1393,1534.75
22975,SPACEBOY CHILDRENS EGG CUP,1221,1534.72
22802,FAUX FUR CHOCOLATE THROW,90,1534.5
40001,WHITE BAMBOO RIBS LAMPSHADE,2110,1533.73
22025,RING OF ROSES BIRTHDAY CARD,3841,1533.3
21618,4 WILDFLOWER BOTANICAL CANDLES,599,1532.75
79160,HEART SHAPE WIRELESS DOORBELL,814,1532.28
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1312,1530.38
75131,METAL TUBE CHIME ON BAMBOO,1212,1529.64
21895,POTTING SHED SOW 'N' GROW SET,526,1527.5
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,924,1527.24
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,596,1526.06
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,677,1524.1
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2509,1523.52
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,720,1519.44
22934,BAKING MOULD EASTER EGG WHITE CHOC,557,1518.35
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,635,1517.9
21637,ASSORTED SANSKRIT MINI NOTEBOOK,1256,1515.28
15059A,ENGLISH ROSE EDWARDIAN PARASOL,505,1515.0
22209,WOOD STAMP SET HAPPY BIRTHDAY,1253,1514.06
21610,SET 12 PEAR BOTANICAL T-LIGHTS,536,1514.0
85221,ASSORTED COLOUR SILK COIN PURSE,3420,1511.67
22516,CHILDS GARDEN RAKE BLUE,796,1511.58
22254,FELT TOADSTOOL LARGE,1235,1507.27
21043,APRON MODERN VINTAGE COTTON,600,1506.0
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1280,1502.72
21000,ROSE DU SUD COSMETICS BAG,618,1501.5
22922,FRIDGE MAGNETS US DINER ASSORTED,1842,1501.2
21448,12 DAISY PEGS IN WOOD BOX,909,1499.85
22673,FRENCH GARDEN SIGN BLUE METAL,1199,1494.33
21099,SET/6 STRAWBERRY PAPER CUPS,13262,1492.3
21760,used for show display,13,1490.0
21092,phil said so,12782,1484.54
23394,POSTE FRANCE CUSHION COVER,395,1481.25
21628,TRIANGULAR POUFFE VINTAGE ,105,1479.55
84006,MAGIC TREE -PAPER FLOWERS,1740,1479.0
22262,FELT EGG COSY CHICKEN,1735,1477.87
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1248,1476.88
22184,CAKE STAND VICTORIAN FILIGREE LARGE,250,1474.4
21785,RAIN PONCHO ,1982,1473.7
21146,ANTIQUE GLASS RIDGED HANGING BALL,785,1473.15
22517,CHILDS GARDEN RAKE PINK,779,1472.88
